id,page,bbox,text length,text
347,page 10 of ../pdf/orsted sustainability report.pdf,"(39.685001373291016, 474.2402038574219, 338.6010437011719, 500.32220458984375)",12,Average emissions across the lifecycle of an Ørsted wind farm  (g CO2e/kWh) 
348,page 10 of ../pdf/orsted sustainability report.pdf,"(45.35430145263672, 512.742919921875, 313.0666198730469, 523.2548828125)",10, Ørsted   Direct suppliers (tier 1)   Indirect suppliers (beyond tier 1) 
349,page 10 of ../pdf/orsted sustainability report.pdf,"(994.0156860351562, 547.9025268554688, 1152.79052734375, 798.8861083984375)",119,"Scope expands to include   more suppliers As we continue to develop our supply  chain decarbonisation programme, we  will gradually expand its scope to include  our onshore wind and solar technolo- gies. In parallel, we will work to reduce  emissions from the last two lifecycle  stages of our green energy structures: our  own operations and decommissioning.  We have already in place a strategy to  decarbonise our logistics in operations  – particularly those offshore – and are  exploring solutions to recover or recycle  all parts of our wind turbines during  decommissioning. For more information  on both of these initiatives, head to our  reporting on the ‘decarbonisation of  energy generation and operations’ and  ‘resource management’ programmes at  the end of this report. "
350,page 10 of ../pdf/orsted sustainability report.pdf,"(210.711669921875, 320.3741149902344, 369.5172119140625, 438.8861389160156)",64,"Today, most of our supply chain emissions  come from offshore wind. They are mostly  derived from the manufacturing, trans- port, and installation of the wind turbines,  foundations, substations, cables, and other  components we buy from our suppliers,  who, in turn, buy services and inputs from  their suppliers and so on. On average,  material extraction, manufacturing, trans- port, and installation account for 90 % of  "
351,page 10 of ../pdf/orsted sustainability report.pdf,"(381.73565673828125, 320.3741149902344, 540.183837890625, 402.8861389160156)",42,the total lifecycle emissions of an Ørsted  offshore wind farm. This is primarily due to  the carbon-intensive processes needed to  manufacture materials for wind turbines  and foundations as well as the fossil fuels  used by vessels supporting the installation  of our farms.  
352,page 10 of ../pdf/orsted sustainability report.pdf,"(381.7322998046875, 415.90252685546875, 540.13232421875, 474.8861389160156)",27,"Our 2020 progress In January 2020, we launched our supply  chain decarbonisation programme to ad- dress these carbon emissions and plot the  course towards a carbon-neutral footprint.  "
353,page 10 of ../pdf/orsted sustainability report.pdf,"(381.7322998046875, 488.3741149902344, 538.5546875, 582.8861083984375)",48,"Our programme currently focuses on  engaging our key strategic suppliers  who directly supply us with products and  services and account for approx. half of  our total procurement spend. We have  strong relationships with all these sup- pliers, and, together, we are focusing our  dialogue on three specific areas. "
354,page 10 of ../pdf/orsted sustainability report.pdf,"(381.7322998046875, 596.3741455078125, 538.7227172851562, 678.8861083984375)",47,"In 2020, we have made good progress  across all three of these focus areas. This  will be foundational in developing our  programme even further in the coming  years when we will look to establish  roadmaps and metrics to track our pro- gress towards carbon neutrality by 2040.  "
355,page 10 of ../pdf/orsted sustainability report.pdf,"(381.7322998046875, 692.3741455078125, 538.6676025390625, 798.8861083984375)",56,"However, fully realising our ambitions in  all our focus areas is not going to be easy.  Firstly, accounting practices within the  renewable energy industry are not yet  established, and few suppliers disclose  their carbon footprint. This makes it diffi- cult to systematically identify, measure,  and track carbon emissions across our  supply chain. Secondly, some supply chain  "
356,page 10 of ../pdf/orsted sustainability report.pdf,"(963.7794799804688, 218.62249755859375, 1105.79638671875, 254.06210327148438)",12,Optimise vessel fleets and develop  roadmaps to power vessels with  renewable energy 
357,page 10 of ../pdf/orsted sustainability report.pdf,"(963.7794799804688, 262.6614990234375, 1128.85107421875, 310.7392578125)",30,"Since the shipping sector cannot be easily  electrified, reducing carbon emissions remains  a big challenge, but optimisation of transport  routes and the use of sustainable biofuels are  relevant first steps.  "
358,page 10 of ../pdf/orsted sustainability report.pdf,"(963.7794799804688, 319.7132873535156, 1133.8582763671875, 386.4400939941406)",49,"• In the short term, biofuels can help reduce  emissions. Since not all biofuels are sustainable  alternatives to fossil fuels, we have developed  guidelines to help guarantee biofuel sustainabil- ity. We have also implemented these guidelines  as criteria in our new framework agreement for  fuels in our supply chain. "
359,page 10 of ../pdf/orsted sustainability report.pdf,"(963.7806396484375, 394.720703125, 1135.4908447265625, 489.9423828125)",75,"• In the medium and long term, new green fuels,  such as ammonia produced from renewable  hydrogen and battery-driven vessels, will be key  technologies in driving the decarbonisation of  shipping. In 2020, we joined the Getting to Zero  Coalition – an initiative that unites think tanks,  IGOs, and over 100 stakeholders across and be- yond the shipping industry – where we contrib- ute to an ambition of launching commercially  viable net-zero emission vessels by 2030. "
360,page 10 of ../pdf/orsted sustainability report.pdf,"(39.680419921875, 24.286693572998047, 1150.8643798828125, 35.1746940612793)",6,Sustainability report 2020   Ørsted 21 20 
361,page 11 of ../pdf/orsted sustainability report.pdf,"(822.9921264648438, 343.9613342285156, 1051.857177734375, 354.9989318847656)",8,Underwater structures can create the artificial reef effect. 
362,page 11 of ../pdf/orsted sustainability report.pdf,"(39.685001373291016, 234.09799194335938, 452.4453125, 297.8539123535156)",44,"A large-scale build-out of renewable energy will impact our natural  environment. For deployment of renewable structures to continue at the  fast pace required, it is imperative that we continue to find ways to build  in balance with local habitats and species within these ecosystems.  "
363,page 11 of ../pdf/orsted sustainability report.pdf,"(37.91339874267578, 92.50382995605469, 470.5940246582031, 214.8018798828125)",6,Biodiversity management  supports accelerated   green build-out 
364,page 11 of ../pdf/orsted sustainability report.pdf,"(39.685001373291016, 344.3741149902344, 194.2674560546875, 546.8861083984375)",110,"Global biodiversity – the variety of life  found on land and at sea – is under  pressure. Animal populations worldwide  have declined by nearly 70 % since 1970,  and without decisive action, more than  half of the world’s terrestrial and marine  species will face extinction by 2100. A  decade ago, the majority of the world’s  governments adopted 20 biodiversity  targets through the Convention on Bio- logical Diversity to halt the accelerating  loss of biodiversity on land and in water.  Yet, in 2020, the UN's Global Biodiversity  Outlook report concluded that none  of these 20 targets had been fully met  at a global level, and only six had been  partially met.  "
365,page 11 of ../pdf/orsted sustainability report.pdf,"(39.685001373291016, 560.3741455078125, 196.43544006347656, 678.8861083984375)",54,"As climate change is posing a funda- mental threat to biodiversity, scaling  up renewable energy needs to play an  important role in protecting the world’s  ecosystems. However, installing and op- erating new renewable energy structures  at significantly increased scale will also  impact our natural environment. These  impacts must be considered and man- aged appropriately.  "
366,page 11 of ../pdf/orsted sustainability report.pdf,"(39.68499755859375, 691.9025268554688, 194.8594207763672, 798.8861083984375)",43,"More renewable energy means more  focus on biodiversity As an energy industry, we seek to deliver  accelerated deployment of renewables  while supporting biodiversity manage- ment through protection, mitigation, or  compensation. This starts with devel- oping a comprehensive and strategic  approach to biodiversity management. "
367,page 11 of ../pdf/orsted sustainability report.pdf,"(651.9650268554688, 104.37413024902344, 807.25927734375, 198.88612365722656)",48,"by foundation installation on marine  mammals and fish. In some circumstanc- es, it is possible to reduce the noise that  propagates into the marine environment  through the use of technology such as  a bubble curtain, which can reduce the  sound waves spreading within the sea- bed and water.  "
368,page 11 of ../pdf/orsted sustainability report.pdf,"(651.968505859375, 211.902587890625, 805.9908447265625, 282.8861999511719)",28,"Exploring opportunities to support  marine biodiversity Alongside our work to address negative  environmental impacts, we are also  exploring the potential for offshore wind  farms to support marine wildlife.  "
369,page 11 of ../pdf/orsted sustainability report.pdf,"(651.968505859375, 296.3741760253906, 809.4381713867188, 426.8861999511719)",64,"Firstly, underwater structures can play  a role in supporting marine biodiversity.  Wind turbine foundations and the scour  protection which may be installed to  protect foundations and cables can  create additional habitats for e.g., sea- weed, mussels, shellfish, and fish species  to colonise. These can, in turn, attract  additional species, increasing biodiversity  and productivity in the vicinity, an effect  known as the artificial reef effect. "
370,page 11 of ../pdf/orsted sustainability report.pdf,"(651.968505859375, 440.3741760253906, 810.1602783203125, 654.8861694335938)",121,"Secondly, wind farms can play a role in  supporting marine conservation alongside  required future protection of the seas. Less  than 10 % of the world’s seas are currently  designated as ‘marine protected areas’.  According to the United Nations’ Conven- tion on Biological Diversity, this needs to  increase to at least 30 % by 2030 to en- sure that marine health is maintained and  restored for the future. The extensive body  of data on physical and natural resources  collected to support siting and develop- ment of offshore wind farms can play  an important role in the identification of  future marine protected areas, and there  may be instances where co-location of  such protected areas within or near wind  farms could have mutual benefits.  "
